QKEY,pre_accuracy,pre_percentile,pre_average_difficulty,pre_self_difficulty,Q1_W1,Q2_W1,Q3_W1,Q4_W1,Q5_W1,Q6_W1,Q7_W1,Q8_W1,Q9_W1,Q10_W1,Q11_W1,Q12_W1,Q13_W1,Q14_W1,Q15_W1,Q16_W1,Q17_W1,Q18_W1,Q19_W1,Q20_W1,post_accuracy,post_percentile,post_average_difficulty,post_self_difficulty,WEIGHT_W1
2000212,18,90,6,3,3,2,1,3,1,5,2,3,3,5,3,1,1,4,4,5,1,4,5,4,17,74,5,2,1.0
2000213,13,60,8,4,2,2,3,3,3,5,3,3,1,5,3,1,1,1,4,1,5,1,5,3,14,75,8,4,1.0
2000214,10,50,5,5,3,3,3,1,4,5,3,3,1,5,4,4,5,2,5,5,4,2,4,3,7,50,7,7,1.0
2000215,15,41,6,6,2,5,3,3,4,5,4,1,1,5,1,1,3,1,4,4,5,4,4,2,10,41,8,8,1.0
2000216,15,88,3,4,3,5,4,3,3,2,3,1,1,3,1,5,5,3,2,5,5,2,4,3,16,89,5,4,1.0
2000217,2,50,6,6,2,2,3,4,3,5,4,1,1,1,3,4,5,1,4,5,2,3,2,2,5,50,3,3,1.0
2000218,10,43,3,3,2,2,2,1,3,1,3,2,3,5,3,2,1,3,3,2,1,4,5,2,5,12,9,10,1.0
2000219,17,80,4,3,2,2,1,3,3,5,2,2,1,1,3,4,3,4,4,1,5,3,4,1,16,65,4,3,1.0
2000220,14,60,3,3,4,2,3,1,1,1,3,1,1,3,1,1,5,1,4,1,2,1,1,3,8,29,5,7,1.0
2000221,19,95,5,2,2,2,5,3,3,5,4,2,4,5,3,4,5,1,4,1,5,1,4,1,14,80,6,5,1.0
2000222,12,70,4,4,3,2,5,3,3,5,2,2,1,1,1,4,1,2,4,5,2,3,4,3,14,57,6,6,1.0
2000223,15,75,8,3,4,2,3,3,3,5,4,2,2,5,2,4,5,3,4,5,4,2,5,4,20,92,9,8,1.0
2000224,15,75,5,5,2,2,3,3,3,3,2,3,2,5,3,2,5,2,4,5,4,1,4,4,13,55,5,5,1.0
2000225,18,80,4,2,3,2,5,3,3,5,3,2,3,5,3,2,5,2,5,5,4,1,4,1,13,60,4,3,1.0
2000226,15,65,7,7,4,2,3,3,3,5,4,2,1,5,3,4,1,2,4,3,1,3,5,4,14,65,6,4,1.0
2000227,15,60,6,4,1,2,4,3,1,5,2,2,1,5,4,3,1,2,5,1,5,1,5,4,13,50,6,6,1.0
2000228,15,80,6,3,2,2,1,3,3,5,3,2,4,5,1,4,1,2,4,1,1,1,5,4,19,80,5,2,1.0
2000229,10,60,7,6,3,5,3,3,4,5,4,2,1,2,4,4,1,2,4,5,1,1,1,4,10,60,6,5,1.0
2000230,15,61,5,5,3,2,5,3,3,4,4,2,4,5,2,2,3,4,5,5,5,3,3,2,10,5,6,7,1.0
2000231,19,90,3,3,2,2,1,3,3,5,2,2,4,5,2,4,1,2,5,1,1,1,4,1,17,62,6,5,1.0
2000232,10,46,6,6,2,2,3,5,1,5,3,2,1,5,3,3,1,4,4,3,1,1,4,4,8,43,8,9,1.0
2000233,13,30,7,2,4,2,1,5,1,3,4,1,1,5,3,3,1,2,4,5,1,1,1,2,14,69,7,4,1.0
2000234,15,78,8,4,5,2,3,3,3,4,3,2,1,5,2,4,1,2,4,1,2,1,4,1,12,69,6,6,1.0
2000235,20,95,2,1,5,2,5,3,3,5,3,2,4,5,2,2,5,2,4,3,1,1,5,1,16,90,4,3,1.0
2000236,11,56,5,4,2,3,5,3,3,5,2,2,3,5,1,3,1,5,4,3,1,1,4,2,11,56,7,7,1.0
2000237,15,88,7,2,2,2,1,3,3,5,3,2,4,5,2,4,5,2,4,1,1,3,4,1,15,78,9,4,1.0
2000238,15,50,4,3,2,2,5,4,3,5,1,2,4,5,1,4,1,4,4,1,2,3,5,1,10,30,6,7,1.0
2000239,15,45,8,6,3,2,3,3,3,5,2,2,2,5,5,4,5,4,4,5,2,1,4,3,12,40,5,7,1.0
2000240,4,9,4,1,3,2,1,3,3,4,3,2,4,5,2,4,5,4,4,1,5,1,4,1,5,10,5,6,1.0
2000241,18,81,4,4,2,2,1,3,3,5,3,2,4,5,2,4,5,3,4,1,2,1,4,3,17,80,7,7,1.0
2000242,15,60,5,4,3,2,3,3,1,5,3,2,4,5,2,4,1,4,5,5,2,3,5,4,15,60,4,4,1.0
2000243,16,70,5,3,3,2,1,3,3,5,4,2,2,5,3,4,5,4,4,5,1,1,5,2,14,70,7,4,1.0
2000244,15,50,5,4,2,2,3,5,3,3,4,3,3,5,5,4,1,4,1,5,5,1,1,2,10,5,7,8,1.0
2000245,16,62,5,3,2,2,1,3,3,5,4,2,4,5,2,4,5,2,4,1,1,3,4,1,20,86,5,3,1.0
2000246,15,53,6,5,2,3,1,3,1,3,3,2,4,5,2,4,1,2,4,1,5,1,4,1,12,49,6,6,1.0
2000247,16,70,4,3,4,2,1,3,3,5,3,2,4,5,4,4,5,2,4,1,1,1,4,1,12,60,7,6,1.0
2000248,13,68,5,2,2,2,3,2,1,2,3,3,1,5,3,4,5,1,5,5,1,1,4,1,10,50,5,4,1.0
2000249,18,50,5,2,4,2,5,3,3,5,3,2,4,5,2,4,1,2,4,1,5,3,4,1,15,31,9,6,1.0
2000250,17,90,4,2,2,2,3,3,1,5,4,2,1,5,3,4,1,2,4,1,1,1,4,1,12,70,7,4,1.0
2000251,15,75,7,7,4,2,3,3,3,5,1,2,2,5,1,4,5,3,5,5,5,3,4,4,10,50,7,7,1.0
2000252,15,90,8,4,3,2,4,3,3,5,2,2,1,4,4,2,5,5,2,5,5,3,5,2,15,88,8,6,1.0
2000253,10,50,6,7,3,2,3,3,3,5,4,2,2,5,3,2,5,2,4,5,5,5,4,2,10,50,6,7,1.0
2000254,18,80,6,4,2,2,5,3,5,5,4,1,1,5,3,4,5,3,2,1,2,3,5,1,15,70,7,6,1.0
2000255,15,65,5,3,3,3,3,3,3,5,2,2,1,5,3,4,1,2,4,1,5,3,4,4,10,40,7,6,1.0
2000256,18,70,4,2,2,5,4,3,1,5,4,2,3,5,1,4,1,2,4,5,5,1,4,1,15,50,6,5,1.0
2000257,8,25,5,6,3,2,2,3,3,5,3,2,2,5,3,4,5,2,4,1,5,3,5,4,7,35,6,7,1.0
2000258,18,90,5,2,2,2,3,3,1,5,1,2,1,5,2,4,1,2,4,1,2,1,4,1,16,92,5,3,1.0
2000259,18,50,5,2,4,2,1,3,4,5,3,2,3,5,2,4,5,5,4,1,1,3,1,3,14,50,7,6,1.0
2000260,18,90,4,2,2,2,5,3,3,5,3,2,3,5,2,4,5,2,4,1,5,1,4,1,16,79,5,3,1.0
2000261,18,70,5,3,2,2,1,3,3,5,1,2,2,5,4,4,5,2,4,1,5,1,4,1,18,80,5,3,1.0
2000262,12,44,8,6,2,2,5,3,3,5,3,1,3,5,3,4,5,2,5,3,1,1,4,4,9,47,9,9,1.0
2000263,16,66,4,3,2,2,3,3,3,5,2,2,3,5,2,4,5,2,4,1,5,1,5,4,10,44,7,7,1.0
2000264,15,67,3,4,2,1,1,1,4,1,1,1,1,1,3,1,1,5,1,4,1,3,1,1,15,67,3,3,1.0
2000265,18,90,4,2,2,2,1,3,3,5,4,2,4,5,3,4,5,4,4,1,5,1,4,1,17,93,5,2,1.0
2000266,18,63,5,2,4,5,3,3,3,5,2,2,3,5,2,2,3,2,4,3,5,1,4,3,14,52,6,2,1.0
2000267,12,62,5,6,3,2,2,5,3,2,1,1,2,4,1,4,1,4,3,5,5,5,3,3,11,66,5,5,1.0
2000268,10,77,8,4,2,2,5,3,3,5,4,1,4,5,2,4,5,2,5,1,5,1,5,4,12,56,8,6,1.0
2000269,10,50,5,6,5,4,2,2,1,3,4,1,2,4,5,5,4,1,2,3,5,1,3,2,10,32,5,7,1.0
2000270,15,85,7,2,2,5,5,3,1,5,1,2,4,4,3,4,5,4,4,5,5,1,4,1,15,70,7,5,1.0
2000271,11,62,5,6,4,3,2,5,4,1,3,1,2,5,4,4,2,2,1,4,1,2,2,1,9,59,7,6,1.0
2000272,10,50,6,7,2,2,1,2,4,1,2,1,2,1,4,4,3,4,1,2,2,4,1,3,10,50,6,7,1.0
2000273,18,81,4,1,2,2,5,5,3,5,4,2,3,5,4,4,5,2,4,5,5,1,4,4,11,50,9,8,1.0
2000274,15,75,2,2,2,3,1,3,5,4,2,3,3,5,2,5,1,1,5,1,4,1,5,5,14,64,7,7,1.0
2000275,8,40,7,7,5,2,2,3,3,1,3,3,1,2,4,4,1,2,4,5,5,4,4,3,11,59,4,4,1.0
2000276,16,80,7,2,2,2,1,3,3,5,3,2,4,5,4,4,3,4,5,1,5,1,4,4,16,80,7,6,1.0
2000277,17,75,3,2,4,2,5,3,3,5,2,2,2,5,2,4,1,2,4,1,5,1,4,2,18,70,3,2,1.0
2000278,15,51,5,3,1,2,2,3,3,5,2,2,4,5,5,4,1,5,5,5,2,4,4,3,15,62,6,4,1.0
2000279,14,63,8,7,5,3,2,3,4,4,4,3,3,2,1,2,1,4,3,5,1,5,1,2,10,50,6,6,1.0
2000280,14,72,7,7,4,2,1,2,3,2,4,1,2,5,1,4,5,4,5,5,1,1,4,1,11,72,9,9,1.0
2000281,18,80,9,4,3,2,1,3,4,1,1,2,2,5,3,2,1,4,4,5,2,1,4,1,12,66,6,7,1.0
2000282,15,70,8,7,3,5,3,3,3,5,2,2,1,5,1,4,1,4,3,5,1,1,4,5,7,30,6,9,1.0
2000283,15,57,6,5,2,2,5,3,3,5,3,2,5,5,4,2,5,2,4,5,5,1,4,1,14,50,6,6,1.0
2000284,15,51,5,6,2,5,1,3,1,5,3,2,1,1,1,1,3,4,4,1,1,3,5,4,5,12,5,9,1.0
2000285,14,87,7,4,2,2,2,3,1,5,1,1,4,5,3,4,1,5,4,5,5,3,4,4,10,78,6,4,1.0
2000286,15,73,6,3,2,2,1,3,3,5,2,2,2,5,2,4,1,2,4,1,2,1,4,1,14,59,8,5,1.0
2000287,13,59,6,4,2,2,1,3,3,5,1,2,1,5,2,4,5,3,5,5,5,3,4,3,12,50,7,7,1.0
2000288,16,30,5,5,4,2,3,3,3,5,4,2,2,5,2,4,5,2,5,1,1,1,4,4,8,7,4,6,1.0
2000289,5,20,4,9,2,2,1,3,1,5,2,2,1,5,2,4,5,4,4,1,5,1,4,1,5,20,4,8,1.0
2000290,20,99,5,4,2,2,4,1,1,1,4,2,1,5,3,4,5,2,1,5,5,1,5,2,16,92,4,4,1.0
2000291,18,67,5,2,2,5,1,3,1,2,4,1,1,5,3,3,5,2,5,1,1,5,1,3,18,64,5,2,1.0
2000292,20,87,7,3,5,5,5,3,3,5,2,2,3,5,2,2,5,2,4,5,5,1,5,2,15,70,10,7,1.0
2000293,7,29,7,8,3,2,2,3,3,5,1,2,3,1,3,2,1,3,5,1,5,1,4,2,5,32,7,9,1.0
2000294,15,50,5,3,2,2,1,3,3,5,2,2,4,5,2,4,5,2,5,1,1,1,3,1,8,1,9,9,1.0
2000295,17,65,5,3,3,2,1,3,3,5,3,2,3,5,1,4,5,2,4,5,2,3,4,1,15,60,7,7,1.0
2000296,15,20,6,4,3,2,4,3,3,4,3,2,3,5,3,4,1,4,5,3,5,3,4,3,15,21,5,2,1.0
2000297,18,92,5,1,2,1,1,3,1,5,1,1,1,5,3,4,1,2,3,5,5,1,4,2,5,41,9,9,1.0
2000298,10,72,9,7,2,1,4,2,4,3,1,3,4,4,4,3,2,1,2,4,1,2,2,2,13,74,6,8,1.0
2000299,15,68,6,3,4,2,1,3,3,5,3,1,1,1,1,4,1,4,4,5,2,4,4,1,13,39,7,9,1.0
2000300,15,70,5,4,2,2,1,3,1,5,3,2,1,5,2,4,1,5,2,1,1,1,4,3,14,55,6,6,1.0
2000301,16,82,6,3,2,2,2,3,3,5,3,2,4,5,2,3,1,2,4,1,5,2,4,1,13,64,7,5,1.0
2000302,18,89,2,2,2,2,3,3,3,4,2,2,2,5,3,4,1,2,4,1,2,1,4,3,17,82,3,3,1.0
2000303,14,75,6,3,2,2,1,3,3,5,3,2,3,5,3,4,1,4,4,1,2,1,4,1,15,69,9,2,1.0
2000304,7,53,5,5,2,2,1,3,1,1,1,2,1,2,3,4,1,3,4,5,1,1,4,1,4,24,6,10,1.0
2000305,15,61,6,4,2,5,1,3,3,5,1,3,3,5,3,3,1,4,4,1,2,1,4,5,17,60,7,4,1.0
2000306,12,51,5,5,3,3,5,3,1,5,4,2,2,5,5,3,1,3,4,5,5,3,4,4,12,51,6,6,1.0
2000307,20,100,6,1,4,3,1,2,2,5,1,2,3,2,2,2,1,4,2,2,5,1,3,2,20,94,3,6,1.0
2000308,4,70,5,6,4,5,1,3,3,3,2,4,2,1,2,3,2,2,2,3,4,4,3,2,10,52,9,7,1.0
2000309,17,71,4,2,2,2,3,3,3,5,1,2,1,5,2,4,5,2,4,5,1,1,4,1,14,68,4,3,1.0
2000310,19,81,4,2,4,2,3,2,4,5,2,3,1,4,2,4,5,2,3,5,5,4,5,5,10,63,7,8,1.0
2000311,12,59,8,7,2,2,5,3,1,5,4,1,1,5,1,4,1,2,5,3,1,2,4,3,10,47,8,8,1.0
2000312,15,50,4,4,2,2,1,3,3,5,3,2,1,5,2,4,1,2,4,1,1,1,1,1,15,50,4,4,1.0
2000313,12,50,4,4,3,2,5,3,2,1,3,2,5,4,2,2,2,1,5,5,5,1,5,4,10,50,6,6,1.0
2000314,15,67,5,7,1,5,1,3,1,2,3,2,2,5,1,4,3,1,4,5,2,2,4,1,16,71,8,7,1.0
2000315,10,63,5,6,2,2,1,3,3,5,4,2,1,5,3,3,5,4,4,1,2,2,4,3,10,63,5,6,1.0
2000316,10,50,6,6,4,2,1,3,3,5,4,2,1,5,3,4,5,4,4,1,2,4,1,1,5,40,7,9,1.0
2000317,20,90,7,6,2,4,5,3,3,1,3,3,3,5,1,4,1,3,5,5,1,3,4,3,15,75,10,10,1.0
2000318,15,70,6,5,2,2,2,2,2,2,4,3,2,5,2,5,5,2,4,1,1,1,1,4,10,65,8,8,1.0
2000319,17,85,6,2,4,1,1,3,3,5,2,2,1,4,3,4,5,4,4,5,2,1,4,2,12,83,7,7,1.0
2000320,14,66,4,3,2,2,1,3,1,5,1,1,3,5,3,4,5,3,1,1,2,1,4,1,14,61,4,3,1.0
2000321,20,70,5,1,2,2,1,3,3,5,3,2,1,5,2,2,1,2,4,1,1,1,4,1,18,81,5,2,1.0
2000322,18,87,2,2,2,2,2,5,1,3,3,1,1,5,1,1,5,5,5,4,5,4,1,1,15,77,5,4,1.0
2000323,11,42,7,7,2,2,3,3,3,5,3,2,4,5,4,4,1,2,5,3,5,1,4,5,5,11,10,10,1.0
2000324,20,83,7,5,1,1,3,3,3,2,3,3,3,5,3,3,1,3,5,3,2,4,4,4,14,77,7,6,1.0
2000325,14,60,4,3,3,5,1,4,3,5,3,1,1,5,3,3,3,2,4,3,5,1,4,3,8,36,8,9,1.0
2000326,14,84,9,4,2,3,1,3,1,5,2,2,1,5,3,4,1,3,4,5,1,1,4,5,14,82,3,7,1.0
2000327,15,70,5,3,4,3,3,5,2,5,3,3,1,5,4,4,3,4,4,5,5,2,4,2,11,60,8,7,1.0
2000328,10,67,5,7,2,2,1,3,3,5,2,1,2,5,3,4,3,2,5,4,5,3,4,5,9,51,4,8,1.0
2000329,17,67,4,3,2,2,1,3,1,4,1,2,4,5,3,4,5,2,1,5,5,1,2,1,18,74,3,2,1.0
2000330,18,94,4,2,2,2,1,3,3,5,3,2,4,5,2,4,1,4,4,1,1,3,4,1,14,85,7,6,1.0
2000331,20,90,7,4,2,2,3,3,3,5,3,1,1,5,3,3,5,2,4,1,5,1,1,4,20,91,7,2,1.0
2000332,19,90,5,2,2,2,1,3,3,5,3,2,1,5,2,4,1,2,4,1,1,1,4,1,15,50,7,7,1.0
2000333,10,65,5,4,4,2,2,3,3,5,4,2,5,5,2,4,5,4,4,1,5,3,4,3,6,35,5,7,1.0
2000334,17,95,4,1,2,2,5,3,3,5,3,2,4,5,2,4,1,2,5,4,5,1,4,1,10,70,7,6,1.0
2000335,13,72,5,4,2,2,1,3,1,5,4,2,1,5,2,4,1,2,4,1,5,1,1,1,11,58,6,6,1.0
2000336,17,88,6,3,2,2,5,3,3,3,4,2,2,5,3,4,3,2,4,1,5,1,5,2,15,80,4,4,1.0
2000337,20,90,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,92,7,3,1.0
2000338,13,66,8,6,2,2,3,3,1,5,2,2,2,5,3,3,1,3,4,1,5,3,1,1,8,27,5,7,1.0
2000339,15,50,6,5,2,2,2,3,1,5,3,1,2,5,3,1,5,1,4,1,5,1,4,4,10,30,5,6,1.0
2000340,18,55,5,3,2,2,3,3,1,1,4,2,1,5,3,4,3,4,1,1,2,1,4,1,10,27,5,5,1.0
2000341,15,40,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,20,20,1,1,1.0
2000342,10,50,6,4,4,5,5,3,1,5,2,2,1,5,3,1,5,1,4,5,5,1,5,3,5,35,7,8,1.0
2000343,18,90,5,1,2,5,1,3,3,5,4,2,3,5,3,4,5,4,4,1,5,1,4,2,16,80,6,3,1.0
2000344,16,80,4,2,2,2,1,3,3,5,3,2,3,5,2,4,1,2,1,1,5,1,4,4,16,80,4,3,1.0
2000345,18,84,3,3,2,2,5,3,3,4,4,2,5,1,3,2,1,4,5,1,5,1,4,3,15,81,4,4,1.0
2000346,5,62,6,6,2,3,3,3,1,5,2,1,2,5,1,3,5,4,5,1,4,2,4,5,9,68,6,7,1.0
2000347,17,80,5,2,2,2,1,3,3,5,3,2,3,5,2,4,1,4,4,1,2,1,4,1,13,48,7,7,1.0
2000348,14,65,5,4,4,3,1,3,3,5,2,2,3,5,2,3,3,2,4,1,4,5,4,3,14,71,5,4,1.0
2000349,16,85,4,2,2,2,1,3,1,5,3,1,1,5,2,4,1,4,4,1,1,1,4,1,14,80,4,3,1.0
2000350,8,60,7,6,3,3,2,3,1,5,3,3,2,1,3,4,1,2,5,1,5,1,4,3,8,60,6,5,1.0
2000351,12,50,5,5,2,2,1,3,3,5,1,2,2,5,2,1,2,2,5,1,1,1,4,1,10,47,6,7,1.0
2000352,18,50,4,2,2,2,2,3,3,5,3,3,2,5,3,4,1,5,5,1,5,1,4,4,18,50,3,7,1.0
2000353,20,92,2,2,1,1,1,3,1,2,3,3,1,1,5,3,1,1,5,1,1,3,4,4,18,88,5,3,1.0
2000354,14,76,7,3,2,2,1,3,1,5,1,2,1,5,2,1,1,4,4,1,1,1,4,1,17,80,8,4,1.0
2000355,17,78,5,2,2,2,1,3,3,5,3,2,2,5,2,4,5,2,4,1,5,1,4,5,6,39,7,8,1.0
2000356,18,81,7,3,2,2,5,3,3,5,3,2,4,5,2,4,1,4,4,1,5,1,4,1,16,78,7,3,1.0
2000357,10,60,3,1,2,2,2,5,1,5,3,1,2,2,5,4,5,3,5,5,5,3,5,3,7,26,10,8,1.0
2000358,19,90,4,2,2,2,1,3,3,5,4,2,1,5,2,4,5,4,4,1,5,3,4,1,17,80,7,5,1.0
2000359,18,90,3,2,2,2,5,3,1,5,3,2,4,5,3,4,3,2,5,1,5,1,5,1,16,75,7,6,1.0
2000360,15,85,3,3,2,2,1,3,1,5,1,2,3,5,3,4,1,2,4,1,2,1,4,1,15,70,4,5,1.0
2000361,10,39,5,5,2,3,3,3,3,5,3,2,1,5,1,4,1,2,4,1,5,1,4,1,16,61,5,4,1.0
2000362,18,90,8,2,2,2,1,3,3,5,2,2,2,5,2,4,1,3,4,1,2,1,4,4,14,80,9,6,1.0
2000363,15,64,5,3,2,2,5,3,3,5,4,3,5,5,2,4,1,2,4,1,1,1,2,5,12,57,7,5,1.0
2000364,13,70,6,4,3,2,5,3,3,5,3,2,2,5,2,1,1,2,5,1,2,1,4,4,10,55,8,6,1.0
2000365,12,61,4,3,3,2,1,3,1,5,2,1,3,5,3,4,1,4,1,3,1,1,5,2,10,50,4,4,1.0
2000366,18,80,4,2,2,2,1,3,3,5,4,2,4,5,2,4,5,2,5,5,1,1,4,1,14,71,5,4,1.0
2000367,20,93,5,1,2,2,5,3,3,5,3,2,2,5,2,4,1,2,4,1,1,1,4,1,18,92,8,4,1.0
2000368,15,71,6,3,2,2,1,3,3,5,4,1,3,5,3,4,1,4,4,1,2,3,4,2,15,69,6,5,1.0
2000369,10,50,5,5,1,2,1,5,3,3,2,2,2,2,4,2,2,2,4,4,3,4,5,3,10,50,1,1,1.0
2000370,18,80,3,2,2,2,1,3,3,5,3,2,2,5,5,4,5,2,4,1,2,3,4,2,10,50,7,7,1.0
2000371,15,71,5,3,2,3,1,3,3,5,4,2,4,5,4,4,3,2,4,5,5,3,5,1,12,60,6,5,1.0
2000372,17,72,5,3,2,2,1,3,1,5,4,2,1,5,3,4,1,2,1,1,5,1,5,5,15,60,4,4,1.0
2000373,16,72,4,3,2,2,3,3,3,5,2,2,4,5,2,4,1,2,2,1,1,1,4,1,10,50,8,8,1.0
2000374,18,91,6,1,3,2,3,2,3,5,1,1,1,5,2,4,1,5,1,1,1,1,5,1,16,86,6,2,1.0
2000375,19,93,3,2,2,2,5,3,3,5,4,2,4,5,2,4,1,4,4,1,5,2,4,1,18,89,4,3,1.0
2000376,18,40,2,3,2,5,3,3,1,5,3,2,3,5,2,3,1,1,4,1,5,1,4,3,15,30,3,5,1.0
2000377,18,81,8,3,2,2,1,3,3,5,3,2,3,5,3,4,1,2,4,1,5,1,1,2,18,91,9,4,1.0
2000378,15,71,4,2,2,5,3,3,3,1,4,2,5,1,3,4,1,4,4,5,2,1,4,1,12,76,6,6,1.0
2000379,16,76,4,2,3,2,2,3,1,1,3,2,2,5,5,1,1,2,5,5,5,1,5,1,12,65,5,4,1.0
2000380,19,94,4,1,2,2,1,3,1,5,1,2,3,5,3,4,1,4,4,1,2,1,4,1,15,62,8,4,1.0
2000381,5,15,5,8,2,2,4,3,4,5,4,2,2,3,1,4,2,3,5,4,1,1,4,3,5,22,5,9,1.0
2000382,15,75,3,4,2,3,3,3,3,5,2,2,2,5,2,4,1,2,4,1,5,1,4,4,15,75,4,6,1.0
2000383,10,45,6,7,2,5,3,3,5,1,3,1,1,5,3,3,3,1,4,4,2,4,4,3,6,51,8,9,1.0
2000384,20,90,8,8,4,2,2,3,3,5,4,4,2,5,2,5,1,2,2,5,5,4,4,3,20,81,9,9,1.0
2000385,15,65,7,5,2,2,5,3,3,5,3,2,1,5,2,4,1,2,4,1,5,1,4,5,15,64,8,7,1.0
2000386,17,80,9,1,2,2,1,3,3,5,4,2,3,5,3,4,3,4,5,1,5,1,4,1,13,65,9,4,1.0
2000387,18,88,7,2,4,2,1,3,3,5,4,2,4,5,3,4,5,2,2,1,1,1,4,1,14,60,7,5,1.0
2000388,15,60,5,3,2,2,1,3,3,5,1,2,2,5,5,3,1,3,4,1,5,1,4,1,16,61,5,3,1.0
2000389,7,54,7,6,3,3,1,2,2,5,1,2,3,1,1,4,1,5,3,5,1,3,4,1,9,50,8,7,1.0
2000390,18,92,6,1,2,3,1,3,4,5,3,1,1,2,3,4,5,3,1,2,5,4,5,4,17,70,8,3,1.0
2000391,15,79,4,3,3,5,4,3,1,5,4,2,3,5,3,4,5,4,2,2,5,1,4,5,10,50,7,8,1.0
2000392,20,74,4,4,4,3,3,4,1,5,1,2,1,4,1,5,4,4,4,3,3,4,5,1,15,72,4,5,1.0
2000393,18,91,6,2,2,2,2,3,1,5,5,1,3,5,3,2,5,1,5,1,1,1,4,3,11,90,7,4,1.0
2000394,10,58,6,5,2,2,2,2,1,5,3,3,1,5,4,4,1,2,2,1,2,4,4,4,6,33,8,8,1.0
2000395,15,64,5,3,4,2,4,3,3,5,2,2,3,5,5,4,5,4,4,5,5,1,5,4,10,43,8,8,1.0
2000396,5,20,5,8,2,2,1,3,1,5,1,1,1,5,3,4,1,2,5,1,1,1,4,2,9,39,4,7,1.0
2000397,18,89,6,1,4,2,3,3,1,5,1,2,1,5,1,3,1,2,4,1,1,1,4,4,12,74,6,4,1.0
2000398,15,66,9,7,5,4,3,3,2,4,1,4,4,2,4,3,5,1,2,1,3,5,4,2,16,72,9,7,1.0
2000399,20,70,6,3,2,2,1,3,3,5,2,2,3,5,3,4,1,4,4,1,5,1,4,1,18,70,6,3,1.0
2000400,4,25,6,8,2,1,3,3,1,4,1,1,3,3,1,5,1,2,2,1,5,1,4,1,3,11,6,9,1.0
2000401,13,50,7,4,2,5,4,3,5,4,3,2,2,5,3,4,5,4,4,1,1,3,5,4,13,61,7,5,1.0
2000402,13,62,4,3,4,3,4,3,3,1,2,3,1,4,1,2,5,1,4,2,2,2,1,2,10,50,5,5,1.0
2000403,20,94,5,1,2,2,1,4,3,5,3,2,3,5,2,4,1,2,4,1,2,1,4,1,17,85,5,3,1.0
2000404,14,72,2,4,2,2,3,2,1,1,1,1,1,5,3,3,1,4,4,1,1,1,1,4,8,61,1,7,1.0
2000405,20,97,1,1,2,2,1,3,3,5,4,2,3,5,1,4,1,2,5,1,5,1,1,4,17,92,2,1,1.0
2000406,17,90,4,3,5,2,3,3,3,5,4,2,1,5,3,4,5,4,4,5,5,1,4,2,13,50,7,6,1.0
2000407,14,55,4,6,2,2,1,3,3,5,1,2,1,5,3,4,1,5,4,1,2,1,1,2,12,37,6,7,1.0
2000408,15,80,5,4,2,2,1,3,3,5,3,2,3,5,2,1,1,2,1,1,1,1,4,1,10,61,7,7,1.0
2000409,15,56,6,6,1,2,2,3,1,5,3,1,1,5,1,4,1,3,5,5,5,1,4,4,12,40,6,9,1.0
2000410,14,50,3,3,2,2,2,3,3,5,1,2,2,5,2,4,5,3,4,1,2,3,4,1,16,50,3,3,1.0
2000411,18,88,3,1,1,2,3,3,3,5,4,2,3,5,1,4,1,2,4,1,5,1,4,4,15,78,6,4,1.0
2000412,18,61,5,2,4,2,1,3,3,4,3,2,3,5,1,4,1,2,4,5,5,1,4,1,7,51,7,8,1.0
2000413,17,80,4,3,4,2,1,3,3,5,4,2,2,5,2,4,5,2,4,1,5,1,4,1,12,50,8,9,1.0
2000414,20,97,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,15,74,1,1,1.0
2000415,14,65,4,2,2,2,1,3,3,5,4,2,3,5,1,4,1,4,4,1,2,1,4,1,7,33,7,10,1.0
2000416,15,88,6,3,3,3,2,5,1,5,3,2,1,5,3,4,1,2,5,1,5,1,4,3,8,38,10,9,1.0
2000417,18,91,5,2,2,2,1,3,1,5,3,2,4,5,3,4,1,2,4,1,2,1,4,1,13,75,7,5,1.0
2000418,12,53,3,3,3,2,1,3,3,5,4,2,4,5,4,4,5,4,4,1,5,1,4,1,10,49,4,4,1.0
2000419,13,73,2,4,4,5,5,3,4,5,3,4,5,5,5,1,5,4,3,3,1,1,5,3,6,21,8,10,1.0
2000420,16,70,5,3,3,2,1,3,3,5,3,2,3,5,1,4,5,2,5,4,2,4,4,3,10,50,9,7,1.0
2000421,20,95,9,3,2,2,1,3,1,5,3,2,1,5,4,4,1,2,4,5,1,1,4,1,15,60,7,6,1.0
2000422,15,74,9,7,5,2,4,2,4,1,3,3,1,2,3,2,5,4,4,2,5,3,5,2,10,60,9,9,1.0
2000423,20,84,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,88,3,4,1.0
2000424,14,55,6,4,1,2,2,3,2,5,2,1,1,3,4,1,2,1,1,4,5,2,5,1,8,50,6,7,1.0
2000425,15,72,5,4,2,2,1,3,1,5,4,1,1,5,3,3,1,1,5,1,1,1,4,3,13,63,6,5,1.0
2000426,10,49,8,6,1,3,2,3,1,5,3,2,1,5,5,2,3,2,4,5,1,3,4,3,10,51,8,5,1.0
